ID,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
5889,2011,0,0.03,0,0.01,0.03,55,7,6,33
4959,2011,0,0.03,0,0.01,0.03,63,12,6.8,27
6616,2011,0,0.03,0,0.01,0.04,68,19,4.9,35
6943,2012,0,0.03,0,0.01,0.04,48,8,3.8,188
6517,2014,0,0.03,0,0,0.03,53,9,5.1,22
4958,2014,0,0.03,0,0,0.03,80,12,6.8,97
4782,2014,0,0.03,0,0,0.03,73,36,6.9,583
3658,2014,0,0.03,0,0,0.03,73,70,7.5,580
6662,2015,0,0.03,0,0,0.03,68,8,4.8,30
3413,2015,0,0.03,0,0,0.03,74,9,7.6,56
5449,2015,0,0.03,0,0.01,0.04,69,44,6.4,83
768,2016,0,0.03,0,0,0.03,86,33,8.7,288
5772,2016,0,0.03,0,0,0.03,83,55,6.1,684
2654,2000,0.01,0.03,0,0.01,0.05,92,38,7.9,451
579,2004,0.01,0.03,0,0.01,0.05,86,51,8.8,295
1645,2005,0.01,0.03,0,0.01,0.04,84,62,8.3,131
958,2007,0.01,0.03,0,0.01,0.04,87,36,8.6,235
4074,2009,0.01,0.03,0,0.01,0.05,74,41,7.3,261
1905,2011,0.01,0.03,0,0.01,0.05,77,21,8.2,93
3852,2013,0.01,0.03,0,0.01,0.05,75,31,7.4,135
3209,2014,0.01,0.03,0,0,0.04,58,16,7.7,498
5767,2016,0.01,0.03,0,0,0.05,87,12,6.1,84
2954,2008,0.02,0.03,0,0.01,0.06,80,15,7.8,61
2413,2009,0.02,0.03,0,0.01,0.05,66,13,8,19
6613,2009,0.02,0.03,0,0.01,0.05,76,29,4.9,539
6614,2016,0.02,0.03,0,0,0.05,67,10,4.9,18
3634,2000,0.03,0.03,0,0.01,0.07,72,12,7.5,4
273,2002,0.03,0.03,0,0.01,0.07,73,19,9,6
2940,2002,0.03,0.03,0,0.01,0.07,58,11,7.8,5
2640,2002,0.03,0.03,0,0.01,0.07,50,22,7.9,11
1894,2002,0.03,0.03,0,0.01,0.07,79,21,8.2,13
418,2003,0.03,0.03,0,0.01,0.07,74,17,8.9,10
3192,2003,0.03,0.03,0,0.01,0.07,61,31,7.7,9
420,2004,0.03,0.03,0,0.01,0.07,65,27,8.9,39
6874,2004,0.03,0.03,0,0.01,0.07,64,31,4.1,51
1895,2004,0.03,0.03,0,0.01,0.07,57,25,8.2,5
5879,2004,0.03,0.03,0,0.01,0.07,61,25,6,6
1626,2004,0.03,0.03,0,0.01,0.07,75,27,8.3,6
1625,2005,0.03,0.03,0,0.01,0.07,56,35,8.3,17
572,2005,0.03,0.03,0,0.01,0.07,67,33,8.8,44
573,2005,0.03,0.03,0,0.01,0.07,73,28,8.8,14
419,2006,0.03,0.03,0,0.01,0.07,67,30,8.9,11
5966,2007,0.03,0.03,0,0.01,0.07,37,19,5.9,10
3839,2008,0.03,0.03,0,0.01,0.07,70,21,7.4,59
6343,2012,0.03,0.03,0,0.01,0.07,56,23,5.4,43
7071,2013,0.03,0.03,0,0.01,0.08,51,6,3.1,7
3398,2015,0.03,0.03,0,0.01,0.08,90,18,7.6,312
2938,1997,0.04,0.03,0,0,0.07,79,7,7.8,4
3838,1998,0.04,0.03,0,0,0.07,62,5,7.4,15
1624,1999,0.04,0.03,0,0,0.07,57,9,8.3,10
3632,1999,0.04,0.03,0,0.01,0.08,80,11,7.5,11
4062,2000,0.04,0.03,0,0.01,0.08,73,10,7.3,7
3833,2000,0.04,0.03,0,0.01,0.08,67,10,7.4,7
4936,2000,0.04,0.03,0,0,0.08,37,7,6.8,20
5565,2000,0.04,0.03,0,0.01,0.08,48,16,6.3,39
6047,2001,0.04,0.03,0,0.01,0.08,39,4,5.8,4
6201,2001,0.04,0.03,0,0.01,0.09,53,9,5.6,5
3625,2001,0.04,0.03,0,0.01,0.09,70,14,7.5,6
2924,2001,0.04,0.03,0,0.01,0.09,71,20,7.8,8
5078,2001,0.04,0.03,0,0.01,0.08,43,14,6.7,10
4404,2001,0.04,0.03,0,0.01,0.09,63,5,7.1,16
5218,2002,0.04,0.03,0,0.01,0.08,71,12,6.6,5
4622,2002,0.04,0.03,0,0.01,0.07,64,18,7,8
83,2002,0.04,0.03,0,0.01,0.08,76,9,9.2,9
3633,2002,0.04,0.03,0,0.01,0.07,74,24,7.5,12
265,2002,0.04,0.03,0,0.01,0.09,80,4,9,41
4937,2002,0.04,0.03,0,0.01,0.08,57,12,6.8,5
6936,2002,0.04,0.03,0,0.01,0.07,27,10,3.8,19
6572,2003,0.04,0.03,0,0.01,0.08,49,23,5,4
941,2003,0.04,0.03,0,0.01,0.08,79,16,8.6,10
5220,2003,0.04,0.03,0,0.01,0.07,59,22,6.6,14
1613,2003,0.04,0.03,0,0.01,0.09,67,25,8.3,17
755,2003,0.04,0.03,0,0.01,0.09,69,44,8.7,22
4760,2004,0.04,0.03,0,0.01,0.09,54,29,6.9,7
3396,2004,0.04,0.03,0,0.01,0.08,58,34,7.6,5
2939,2004,0.04,0.03,0,0.01,0.07,65,27,7.8,17
5878,2004,0.04,0.03,0,0.01,0.07,64,25,6,6
4616,2004,0.04,0.03,0,0.01,0.08,52,31,7,6
2386,2004,0.04,0.03,0,0.01,0.08,75,31,8,9
2130,2004,0.04,0.03,0,0.01,0.07,73,26,8.1,20
3186,2005,0.04,0.03,0,0.01,0.08,71,5,7.7,7
272,2005,0.04,0.03,0,0.01,0.07,72,14,9,13
938,2005,0.04,0.03,0,0.01,0.09,71,15,8.6,19
2123,2005,0.04,0.03,0,0.01,0.09,70,39,8.1,36
2637,2005,0.04,0.03,0,0.01,0.08,82,38,7.9,38
416,2005,0.04,0.03,0,0.01,0.08,78,46,8.9,58
1180,2005,0.04,0.03,0,0.01,0.09,71,13,8.5,10
1181,2005,0.04,0.03,0,0.01,0.09,78,12,8.5,17
1891,2005,0.04,0.03,0,0.01,0.08,60,44,8.2,26
2380,2006,0.04,0.03,0,0.01,0.09,76,8,8,7
4242,2006,0.04,0.03,0,0.01,0.08,82,26,7.2,15
6046,2006,0.04,0.03,0,0.01,0.08,44,36,5.8,15
6413,2006,0.04,0.03,0,0.01,0.07,63,23,5.3,7
6747,2007,0.04,0.03,0,0.01,0.07,33,5,4.5,6
2381,2007,0.04,0.03,0,0.01,0.09,50,11,8,9
6655,2009,0.04,0.03,0,0.01,0.08,35,18,4.8,27
6043,2011,0.04,0.03,0,0.02,0.09,57,27,5.8,19
5873,2011,0.04,0.03,0,0.01,0.08,51,37,6,8
6200,2013,0.04,0.03,0,0.01,0.09,42,5,5.6,21
6510,2013,0.04,0.03,0,0.01,0.08,49,7,5.1,13
7002,2014,0.04,0.03,0,0.01,0.07,40,25,3.5,51
2126,2000,0.05,0.03,0,0.01,0.08,69,15,8.1,11
412,2000,0.05,0.03,0,0.01,0.09,85,7,8.9,16
4241,2001,0.05,0.03,0,0.01,0.09,63,7,7.2,6
563,2001,0.05,0.03,0,0.01,0.09,85,9,8.8,31
1885,2009,0.05,0.03,0,0.01,0.09,66,25,8.2,20
5962,2009,0.05,0.03,0,0.01,0.09,30,21,5.9,33
5330,2011,0.05,0.03,0,0.01,0.09,46,9,6.5,4
4609,2011,0.05,0.03,0,0.01,0.09,60,16,7,7
6204,2011,0.05,0.03,0,0.01,0.08,49,41,5.6,16
5559,2014,0.05,0.03,0,0.02,0.09,59,11,6.3,4
6745,2014,0.05,0.03,0,0.02,0.09,43,46,4.5,84
4608,2007,0.06,0.03,0,0.01,0.09,56,29,7,24
4602,2008,0.06,0.03,0,0.01,0.1,65,12,7,5
7201,2009,0.06,0.03,0,0.01,0.1,17,11,1.7,37
6842,2011,0.06,0.03,0,0.01,0.1,55,10,4.2,5
6266,2012,0.06,0.03,0,0.01,0.1,52,46,5.5,65
932,2003,0.07,0.03,0,0,0.1,77,21,8.6,8
38,2003,0.07,0.03,0,0,0.1,78,15,9.3,23
5555,2004,0.07,0.03,0,0,0.1,33,11,6.3,6
78,2004,0.07,0.03,0,0,0.1,76,26,9.2,21
5958,2005,0.07,0.03,0,0,0.1,68,22,5.9,9
3173,2005,0.07,0.03,0,0,0.1,84,51,7.7,39
1388,2006,0.07,0.03,0,0,0.1,86,4,8.4,12
3161,2008,0.07,0.03,0,0.02,0.12,72,35,7.7,27
4043,2009,0.07,0.03,0,0.01,0.11,82,11,7.3,7
4400,2009,0.07,0.03,0,0.01,0.11,50,15,7.1,8
1535,2009,0.07,0.03,0,0.25,0.34,72,10,8.3,6
6465,2010,0.07,0.03,0,0.01,0.11,28,6,5.2,6
5319,2010,0.07,0.03,0,0.01,0.12,47,14,6.5,6
3817,2011,0.07,0.03,0,0.02,0.12,69,41,7.4,51
5318,2011,0.07,0.03,0,0.02,0.12,47,17,6.5,4
6684,2011,0.07,0.03,0,0.01,0.11,53,61,4.7,73
7068,2011,0.07,0.03,0,0.01,0.11,41,7,3.1,7
5860,2011,0.07,0.03,0,0.01,0.12,65,52,6,133
5440,2012,0.07,0.03,0,0.01,0.11,76,12,6.4,389
5863,2001,0.08,0.03,0,0,0.11,77,12,6,4
6565,2002,0.08,0.03,0,0,0.11,50,13,5,4
7120,2002,0.08,0.03,0,0,0.11,63,5,2.8,6
2115,2002,0.08,0.03,0,0,0.11,76,20,8.1,7
4592,2002,0.08,0.03,0,0,0.12,72,8,7,5
1600,2003,0.08,0.03,0,0,0.11,54,25,8.3,8
2908,2003,0.08,0.03,0,0,0.11,62,9,7.8,11
158,2005,0.08,0.03,0,0,0.11,77,17,9.1,21
4394,2008,0.08,0.03,0,0.02,0.13,50,31,7.1,31
4235,2011,0.08,0.03,0,0.01,0.12,64,18,7.2,9
5436,2011,0.08,0.03,0,0.01,0.12,50,7,6.4,12
6562,2011,0.08,0.03,0,0.01,0.12,21,5,5,25
1381,2001,0.09,0.03,0,0,0.12,65,24,8.4,7
5204,2002,0.09,0.03,0,0,0.13,75,13,6.6,12
3816,2002,0.09,0.03,0,0,0.12,60,14,7.4,5
2110,2002,0.09,0.03,0,0,0.13,70,21,8.1,15
6036,2003,0.09,0.03,0,0,0.12,74,20,5.8,11
1382,2003,0.09,0.03,0,0,0.12,73,26,8.4,14
4230,2003,0.09,0.03,0,0,0.13,79,41,7.2,15
1380,2003,0.09,0.03,0,0,0.12,73,38,8.4,22
4234,2004,0.09,0.03,0,0,0.12,70,17,7.2,5
4035,2004,0.09,0.03,0,0,0.12,45,14,7.3,4
1868,2004,0.09,0.03,0,0,0.12,71,62,8.2,17
2898,2005,0.09,0.03,0,0,0.13,69,17,7.8,11
4591,2005,0.09,0.03,0,0,0.12,74,26,7,13
257,2005,0.09,0.03,0,0,0.12,88,54,9,71
4398,2006,0.09,0.03,0,0,0.12,69,26,7.1,9
6194,2008,0.09,0.03,0,0.02,0.13,69,25,5.6,50
4028,2010,0.09,0.03,0,0.01,0.13,42,14,7.3,18
6913,2011,0.09,0.03,0,0.01,0.13,42,6,3.9,7
6993,2012,0.09,0.03,0,0.01,0.13,24,8,3.5,21
7146,2015,0.09,0.03,0,0.01,0.13,70,14,2.5,1967
740,2016,0.09,0.03,0,0.01,0.13,85,4,8.7,123
5547,2002,0.1,0.03,0,0,0.13,79,13,6.3,4
4228,2002,0.1,0.03,0,0,0.13,60,6,7.2,5
2357,2002,0.1,0.03,0,0,0.13,33,9,8,11
6892,2002,0.1,0.03,0,0,0.13,53,20,4,4
6035,2002,0.1,0.03,0,0,0.14,65,10,5.8,4
4913,2002,0.1,0.03,0,0,0.13,50,18,6.8,4
6119,2002,0.1,0.03,0,0,0.13,61,27,5.7,7
5858,2002,0.1,0.03,0,0,0.13,44,19,6,11
1859,2002,0.1,0.03,0,0,0.13,63,17,8.2,11
15,2003,0.1,0.03,0,0,0.13,70,4,9.4,5
1378,2003,0.1,0.03,0,0,0.13,74,20,8.4,7
153,2003,0.1,0.03,0,0,0.14,68,17,9.1,7
154,2003,0.1,0.03,0,0,0.14,74,26,9.1,7
1595,2003,0.1,0.03,0,0,0.13,62,8,8.3,12
6263,2003,0.1,0.03,0,0,0.13,83,17,5.5,8
4912,2003,0.1,0.03,0,0,0.13,67,27,6.8,4
2897,2003,0.1,0.03,0,0,0.13,83,15,7.8,12
1154,2003,0.1,0.03,0,0,0.14,79,31,8.5,22
256,2004,0.1,0.03,0,0,0.13,79,12,9,6
1854,2004,0.1,0.03,0,0,0.14,63,22,8.2,6
6193,2004,0.1,0.03,0,0,0.13,48,20,5.6,8
76,2005,0.1,0.03,0,0,0.13,80,12,9.2,5
549,2005,0.1,0.03,0,0,0.13,73,36,8.8,12
1860,2005,0.1,0.03,0,0,0.13,76,33,8.2,5
3605,2005,0.1,0.03,0,0,0.13,68,50,7.5,68
5659,2006,0.1,0.03,0,0,0.13,76,17,6.2,5
2108,2006,0.1,0.03,0,0,0.13,56,33,8.1,7
75,2006,0.1,0.03,0,0,0.13,75,23,9.2,12
4229,2006,0.1,0.03,0,0,0.13,82,40,7.2,13
4220,2007,0.1,0.03,0,0.02,0.15,70,10,7.2,12
6034,2010,0.1,0.03,0,0.01,0.14,60,19,5.8,10
3378,2012,0.1,0.03,0,0.01,0.14,77,20,7.6,448
3148,2001,0.11,0.03,0,0.01,0.15,65,21,7.7,6
3594,2002,0.11,0.03,0,0,0.15,80,10,7.5,4
2890,2002,0.11,0.03,0,0.01,0.14,72,12,7.8,4
1374,2002,0.11,0.03,0,0.01,0.14,84,12,8.4,5
4223,2002,0.11,0.03,0,0,0.14,60,10,7.2,6
737,2002,0.11,0.03,0,0,0.14,77,16,8.7,7
1375,2002,0.11,0.03,0,0.01,0.14,66,28,8.4,13
1852,2002,0.11,0.03,0,0.01,0.15,75,22,8.2,16
6459,2002,0.11,0.03,0,0.01,0.15,53,19,5.2,5
4019,2002,0.11,0.03,0,0.01,0.15,74,22,7.3,6
3152,2002,0.11,0.03,0,0,0.14,79,10,7.7,22
926,2003,0.11,0.03,0,0.01,0.15,89,22,8.6,14
4021,2003,0.11,0.03,0,0.01,0.14,66,42,7.3,28
6328,2003,0.11,0.03,0,0,0.15,59,15,5.4,17
7182,2003,0.11,0.03,0,0.01,0.14,35,24,2,10
547,2003,0.11,0.03,0,0,0.14,79,22,8.8,12
1153,2004,0.11,0.03,0,0,0.14,78,22,8.5,6
151,2004,0.11,0.03,0,0.01,0.14,64,17,9.1,10
733,2004,0.11,0.03,0,0.01,0.15,66,30,8.7,29
1150,2004,0.11,0.03,0,0.01,0.15,71,35,8.5,4
5952,2004,0.11,0.03,0,0.01,0.15,44,6,5.9,9
5429,2004,0.11,0.03,0,0.01,0.15,79,33,6.4,9
3373,2004,0.11,0.03,0,0.01,0.15,86,34,7.6,12
5752,2004,0.11,0.03,0,0.01,0.15,61,45,6.1,14
1851,2005,0.11,0.03,0,0.01,0.15,81,25,8.2,9
2103,2005,0.11,0.03,0,0.01,0.14,81,35,8.1,10
2100,2005,0.11,0.03,0,0,0.15,84,34,8.1,22
3596,2005,0.11,0.03,0,0.01,0.15,78,55,7.5,23
1149,2005,0.11,0.03,0,0,0.15,66,43,8.5,23
7088,2005,0.11,0.03,0,0.01,0.14,59,36,3,4
4219,2005,0.11,0.03,0,0,0.15,66,38,7.2,10
150,2005,0.11,0.03,0,0,0.15,84,30,9.1,14
1148,2006,0.11,0.03,0,0.01,0.15,65,17,8.5,10
5655,2006,0.11,0.03,0,0.01,0.15,51,29,6.2,9
152,2006,0.11,0.03,0,0.01,0.14,81,27,9.1,32
6191,2007,0.11,0.03,0,0,0.14,60,7,5.6,7
4907,2009,0.11,0.03,0,0.01,0.15,48,36,6.8,17
5849,2009,0.11,0.03,0,0.02,0.17,53,34,6,22
4902,2009,0.11,0.03,0,0.01,0.16,62,24,6.8,14
6458,2010,0.11,0.03,0,0.02,0.16,61,23,5.2,5
398,2012,0.11,0.03,0,0.01,0.15,77,18,8.9,18
3595,2014,0.11,0.03,0,0.01,0.15,77,48,7.5,67
2883,2001,0.12,0.03,0,0,0.15,83,21,7.8,14
2342,2002,0.12,0.03,0,0,0.15,83,16,8,6
4388,2002,0.12,0.03,0,0,0.15,59,10,7.1,7
5311,2002,0.12,0.03,0,0,0.15,78,13,6.5,4
3593,2003,0.12,0.03,0,0,0.15,89,16,7.5,6
2878,2003,0.12,0.03,0,0,0.16,89,16,7.8,6
1146,2003,0.12,0.03,0,0,0.15,89,24,8.5,18
545,2003,0.12,0.03,0,0.01,0.16,75,18,8.8,18
5650,2004,0.12,0.03,0,0.01,0.16,77,27,6.2,11
5059,2004,0.12,0.03,0,0,0.15,56,11,6.7,7
35,2005,0.12,0.03,0,0,0.15,75,17,9.3,4
5197,2005,0.12,0.03,0,0,0.16,67,7,6.6,7
4015,2005,0.12,0.03,0,0,0.16,66,14,7.3,11
396,2005,0.12,0.03,0,0.01,0.16,83,54,8.9,35
1147,2005,0.12,0.03,0,0,0.15,74,57,8.5,64
4217,2006,0.12,0.03,0,0,0.15,51,24,7.2,9
5541,2006,0.12,0.03,0,0,0.15,50,31,6.3,8
5194,2009,0.12,0.03,0,0.01,0.17,63,31,6.6,7
4566,2010,0.12,0.03,0,0.02,0.18,51,18,7,6
5427,2010,0.12,0.03,0,0.01,0.16,70,26,6.4,31
1372,2002,0.13,0.03,0,0,0.16,74,11,8.4,5
6190,2002,0.13,0.03,0,0,0.17,36,6,5.6,23
6552,2003,0.13,0.03,0,0,0.17,64,6,5,4
4572,2003,0.13,0.03,0,0,0.16,59,5,7,5
4010,2003,0.13,0.03,0,0,0.17,61,17,7.3,8
3365,2003,0.13,0.03,0,0,0.17,65,28,7.6,13
1845,2003,0.13,0.03,0,0,0.17,72,11,8.2,5
3587,2005,0.13,0.03,0,0,0.17,80,27,7.5,14
542,2005,0.13,0.03,0,0,0.17,59,25,8.8,24
2613,2005,0.13,0.03,0,0,0.17,87,32,7.9,7
4004,2009,0.13,0.03,0,0.02,0.19,67,23,7.3,7
3575,2009,0.13,0.03,0,0.03,0.19,60,6,7.5,12
3362,2010,0.14,0.03,0,0.01,0.18,62,51,7.6,60
2087,2010,0.14,0.03,0,0.01,0.19,74,46,8.1,24
1575,2001,0.15,0.03,0,0.01,0.18,64,21,8.3,9
2085,2009,0.15,0.03,0,0.02,0.2,55,8,8.1,8
5529,2011,0.15,0.03,0,0.02,0.2,72,13,6.3,9
4559,2014,0.15,0.03,0,0,0.19,74,19,7,47
4741,2008,0.16,0.03,0,0.02,0.21,78,28,6.9,20
5052,2009,0.16,0.03,0,0.02,0.2,65,7,6.7,9
6256,2011,0.16,0.03,0,0.01,0.21,54,11,5.5,8
6888,2010,0.17,0.03,0,0.02,0.21,43,5,4,5
5185,2007,0.18,0.03,0,0.03,0.24,67,35,6.6,25
6254,2008,0.18,0.03,0,0.02,0.23,59,17,5.5,4
5049,2008,0.18,0.03,0,0.02,0.23,59,7,6.7,6
1827,2009,0.19,0.03,0,0.02,0.23,63,10,8.2,5
3551,2005,0.2,0.03,0,0.02,0.26,80,57,7.5,79
5637,2006,0.2,0.03,0,0.02,0.24,78,46,6.2,80
5292,2007,0.2,0.03,0,0.03,0.26,78,17,6.5,41
3348,2005,0.21,0.03,0,0.02,0.26,58,20,7.6,19
1317,2006,0.22,0.03,0,0.2,0.45,86,52,8.4,116
518,2008,0.23,0.03,0,0.02,0.29,69,14,8.8,17
1105,2006,0.24,0.03,0,0.02,0.28,72,37,8.5,40
4865,2007,0.24,0.03,0,0.02,0.29,68,38,6.8,20
6312,2008,0.24,0.03,0,0.02,0.29,60,17,5.4,7
713,2009,0.24,0.03,0,0.02,0.29,72,33,8.7,30
2826,2005,0.25,0.03,0,0.02,0.3,73,22,7.8,19
3533,2008,0.26,0.03,0,0.03,0.32,70,5,7.5,4
3969,2006,0.27,0.03,0,0.03,0.32,79,80,7.3,117
372,2005,0.28,0.03,0,0.01,0.32,89,41,8.9,10
2052,2005,0.28,0.03,0,0.03,0.34,79,76,8.1,107
3967,2006,0.28,0.03,0,0.03,0.34,85,44,7.3,131
880,2006,0.3,0.03,0,0.03,0.36,87,51,8.6,105
5932,2007,0.3,0.03,0,0.03,0.36,60,17,5.9,11
5622,2009,0.3,0.03,0,0.03,0.36,49,16,6.2,14
3523,2001,0.35,0.03,0,0.02,0.4,76,15,7.5,6
1703,2007,0.35,0.03,0,1.13,1.51,68,10,8.2,27
4842,2011,0.4,0.03,0,0.03,0.45,69,27,6.8,24
492,2008,0.41,0.03,0,0.04,0.47,82,16,8.8,36
6533,2009,0.42,0.03,0,0.04,0.49,61,12,5,8
5019,2007,0.43,0.03,0,0.04,0.5,62,16,6.7,12
6369,2007,0.43,0.03,0,0.04,0.49,57,37,5.3,54
2790,2006,0.44,0.03,0,0.04,0.5,81,50,7.8,46
2029,2009,0.44,0.03,0,0.04,0.51,74,23,8.1,21
5493,2007,0.48,0.03,0,0.05,0.56,58,31,6.3,32
1287,2008,0.5,0.03,0,0.04,0.58,70,37,8.4,25
2249,2006,0.55,0.03,0,0.05,0.63,81,50,8,45
4145,2009,0.59,0.03,0,0.05,0.66,62,12,7.2,11
1277,2007,0.62,0.03,0,0.06,0.71,86,59,8.4,137
1484,2007,0.65,0.03,0,0.11,0.79,83,6,8.3,23
6762,2005,0.67,0.03,0,0.11,0.81,75,31,4.4,166
468,2005,0.69,0.03,0,0.11,0.83,83,59,8.8,130
1731,2006,0.69,0.03,0,0.11,0.82,81,29,8.2,33
204,2005,0.72,0.03,0,0.12,0.87,88,37,9,37
3915,2006,0.72,0.03,0,0.12,0.87,69,17,7.3,19
322,2008,0.72,0.03,0,0.52,1.27,77,8,8.9,17
4131,2008,0.73,0.03,0,0.12,0.87,68,20,7.2,105
5605,2005,0.74,0.03,0,0.12,0.89,83,29,6.2,16
2231,2005,0.74,0.03,0,0.12,0.89,76,25,8,20
464,2005,0.75,0.03,0,0.12,0.9,90,52,8.8,114
832,2007,0.77,0.03,0,0.13,0.93,83,25,8.6,19
332,2006,0.78,0.03,0,0.13,0.94,83,30,8.9,31
3704,2004,0.79,0.03,0,0.13,0.94,70,67,7.4,254
3047,2004,0.8,0.03,0,0.13,0.95,60,8,7.7,11
1255,2005,0.86,0.03,0,0.14,1.03,79,30,8.4,17
643,2006,0.87,0.03,0,0.14,1.04,73,25,8.7,6
3699,2006,0.89,0.03,0,0.15,1.07,82,14,7.4,83
6527,2006,0.96,0.03,0,0.08,1.07,47,9,5,38
644,2006,0.97,0.03,0,0.03,1.02,83,27,8.7,6
3462,2007,1.09,0.03,0,0.09,1.22,63,39,7.5,27
6852,2013,1.6,0.03,0,0.24,1.87,76,19,4.1,91
3244,2004,1.61,0.03,0,0.08,1.72,91,39,7.6,26
4987,2005,1.75,0.03,0,0.08,1.86,86,39,6.7,41
168,1998,0,0.04,0,0.01,0.05,88,15,9.1,813
1410,2001,0,0.04,0,0.01,0.05,84,16,8.4,21
1906,2001,0,0.04,0,0.01,0.05,81,23,8.2,126
169,2002,0,0.04,0,0.01,0.04,88,27,9.1,863
1636,2003,0,0.04,0,0.01,0.05,82,24,8.3,307
1916,2003,0,0.04,0,0,0.04,78,23,8.2,38
2145,2004,0,0.04,0,0.01,0.05,89,72,8.1,724
1416,2005,0,0.04,0,0,0.04,69,28,8.4,73
764,2005,0,0.04,0,0.01,0.05,78,34,8.7,279
4253,2006,0,0.04,0,0.01,0.05,78,17,7.2,249
581,2006,0,0.04,0,0.01,0.05,93,55,8.8,1128
3861,2006,0,0.04,0,0,0.04,66,26,7.4,38
3645,2006,0,0.04,0,0,0.05,79,50,7.5,83
587,2006,0,0.04,0,0.01,0.04,86,9,8.8,115
1912,2007,0,0.04,0,0,0.04,75,7,8.2,9
5230,2007,0,0.04,0,0.01,0.04,67,8,6.6,12
5971,2007,0,0.04,0,0.01,0.04,70,18,5.9,163
1637,2007,0,0.04,0,0.01,0.05,86,44,8.3,263
4774,2007,0,0.04,0,0.01,0.05,79,22,6.9,40
4075,2007,0,0.04,0,0.01,0.05,78,38,7.3,204
6940,2009,0,0.04,0,0.01,0.05,72,14,3.8,59
422,2009,0,0.04,0,0.01,0.05,87,41,8.9,891
1915,2009,0,0.04,0,0.01,0.04,79,15,8.2,40
4952,2009,0,0.04,0,0.01,0.05,61,17,6.8,51
2152,2009,0,0.04,0,0.01,0.04,79,48,8.1,184
1907,2009,0,0.04,0,0.01,0.05,89,22,8.2,352
5684,2010,0,0.04,0,0.01,0.05,49,5,6.2,27
1913,2010,0,0.04,0,0.01,0.04,79,18,8.2,116
4951,2010,0,0.04,0,0.01,0.05,79,28,6.8,185
3203,2010,0,0.04,0,0.01,0.05,76,36,7.7,326
6941,2010,0,0.04,0,0.01,0.05,66,12,3.8,47
6275,2011,0,0.04,0,0.01,0.05,57,4,5.5,30
3202,2011,0,0.04,0,0.01,0.05,70,20,7.7,105
4421,2011,0,0.04,0,0.01,0.05,60,13,7.1,114
4947,2012,0,0.04,0,0.01,0.06,78,39,6.8,123
5972,2012,0,0.04,0,0,0.04,69,18,5.9,868
1646,2013,0,0.04,0,0,0.04,43,4,8.3,4
4637,2013,0,0.04,0,0,0.04,77,12,7,342
5689,2013,0,0.04,0,0,0.04,61,17,6.2,210
3213,2014,0,0.04,0,0,0.04,84,5,7.7,29
6816,2015,0,0.04,0,0,0.04,76,12,4.3,286
4424,2015,0,0.04,0,0,0.04,72,8,7.1,31
6131,2015,0,0.04,0,0.01,0.05,64,45,5.7,98
4954,2016,0,0.04,0,0.01,0.04,64,4,6.8,12
2414,2016,0,0.04,0,0.01,0.05,71,19,8,12
2149,2016,0,0.04,0,0.01,0.04,71,28,8.1,73
3644,2016,0,0.04,0,0,0.05,82,6,7.5,44
2955,2001,0.01,0.04,0,0.01,0.06,65,11,7.8,76
2956,2005,0.01,0.04,0,0.01,0.06,81,31,7.8,49
2136,2006,0.01,0.04,0,0.01,0.06,77,51,8.1,387
1407,2007,0.01,0.04,0,0.01,0.06,82,44,8.4,1088
4065,2007,0.01,0.04,0,0.01,0.07,78,20,7.3,29
4073,2008,0.01,0.04,0,0.01,0.05,78,12,7.3,11
4411,2009,0.01,0.04,0,0.01,0.07,86,30,7.1,597
3845,2010,0.01,0.04,0,0.01,0.06,81,24,7.4,177
6212,2011,0.01,0.04,0,0.01,0.06,70,44,5.6,186
6611,2011,0.01,0.04,0,0.01,0.07,67,25,4.9,103
5885,2014,0.01,0.04,0,0.01,0.05,43,12,6,75
6515,2015,0.01,0.04,0,0,0.05,76,10,5.1,475
1900,2016,0.01,0.04,0,0,0.06,86,20,8.2,580
957,2016,0.01,0.04,0,0,0.04,83,15,8.6,1620
4410,2009,0.02,0.04,0,0.01,0.07,77,23,7.1,233
5678,2010,0.02,0.04,0,0.01,0.07,61,9,6.2,12
4946,2014,0.02,0.04,0,0,0.06,68,7,6.8,33
6786,2014,0.02,0.04,0,0,0.06,44,8,4.4,69
3198,2016,0.02,0.04,0,0,0.06,76,12,7.7,27
5084,2016,0.02,0.04,0,0.01,0.06,60,38,6.7,116
6937,2014,0.03,0.04,0,0.01,0.07,32,12,3.8,74
3399,2016,0.03,0.04,0,0.01,0.08,74,13,7.6,24
2387,2016,0.03,0.04,0,0.01,0.08,85,27,8,488
266,2005,0.04,0.04,0,0.01,0.09,71,36,9,25
5216,2011,0.04,0.04,0,0.02,0.09,57,43,6.6,28
79,2013,0.04,0.04,0,0.02,0.1,83,16,9.2,87
4764,2016,0.04,0.04,0,0.01,0.08,69,34,6.9,400
1611,2000,0.05,0.04,0,0.01,0.09,61,11,8.3,7
1880,2001,0.05,0.04,0,0.01,0.1,84,21,8.2,11
1173,2001,0.05,0.04,0,0.01,0.1,60,14,8.5,13
2917,2001,0.05,0.04,0,0.01,0.1,76,16,7.8,22
1879,2002,0.05,0.04,0,0.01,0.1,58,27,8.2,9
